w,c1=c2,epoch,g_best
0.5,3.5,23,244.203
0.5,3.5,24,212.728
0.5,3.5,25,255.681
0.5,3.5,26,226.308
0.5,3.5,27,247.703
0.5,3.5,28,222.9
0.5,3.5,29,256.726
0.6,0.5,0,106.53
0.6,0.5,1,172.66
0.6,0.5,2,92.6588
0.6,0.5,3,125.36
0.6,0.5,4,166.596
0.6,0.5,5,139.689
0.6,0.5,6,126.995
0.6,0.5,7,85.6786
0.6,0.5,8,164.515
0.6,0.5,9,93.0924
0.6,0.5,10,102.057
0.6,0.5,11,94.5855
0.6,0.5,12,109.775
0.6,0.5,13,138.835
0.6,0.5,14,115.577
0.6,0.5,15,113.533
0.6,0.5,16,98.3072
0.6,0.5,17,93.2748
0.6,0.5,18,101.21
0.6,0.5,19,97.4738
0.6,0.5,20,143.233
0.6,0.5,21,126.622
0.6,0.5,22,96.5091
0.6,0.5,23,183.498
0.6,0.5,24,127.783
0.6,0.5,25,135.338
0.6,0.5,26,120.192
0.6,0.5,27,141.915
0.6,0.5,28,115.389
0.6,0.5,29,129.008
0.6,1,0,80.741
0.6,1,1,72.6345
0.6,1,2,83.7347
0.6,1,3,64.6723
0.6,1,4,86.5611
0.6,1,5,78.6047
0.6,1,6,73.6273
0.6,1,7,38.8038
0.6,1,8,66.6667
0.6,1,9,61.8727
0.6,1,10,38.4359
0.6,1,11,44.7743
0.6,1,12,64.6758
0.6,1,13,67.7121
0.6,1,14,76.6232
0.6,1,15,52.7328
0.6,1,16,58.7711
0.6,1,17,102.585
0.6,1,18,41.2846
0.6,1,19,83.5773
0.6,1,20,65.7111
0.6,1,21,60.7052
0.6,1,22,70.6451
0.6,1,23,70.7309
0.6,1,24,73.6725
0.6,1,25,125.367
0.6,1,26,52.0595
0.6,1,27,71.6372
0.6,1,28,81.5876
0.6,1,29,64.7836
0.6,1.5,0,77.6067
0.6,1.5,1,39.7983
0.6,1.5,2,70.642
0.6,1.5,3,60.6924
0.6,1.5,4,64.6722
0.6,1.5,5,79.5966
0.6,1.5,6,59.6974
0.6,1.5,7,66.6622
0.6,1.5,8,60.6924
0.6,1.5,9,61.6874
0.6,1.5,10,43.7781
0.6,1.5,11,68.6521
0.6,1.5,12,55.7176
0.6,1.5,13,95.5159
0.6,1.5,14,52.7328
0.6,1.5,15,59.6974
0.6,1.5,16,50.7428
0.6,1.5,17,43.7781
0.6,1.5,18,87.5562
0.6,1.5,19,69.647
0.6,1.5,20,85.5663
0.6,1.5,21,54.7227
0.6,1.5,22,54.7227
0.6,1.5,23,57.7075
0.6,1.5,24,43.7781
0.6,1.5,25,80.5915
0.6,1.5,26,68.652
0.6,1.5,27,43.7782
0.6,1.5,28,53.7277
0.6,1.5,29,54.7227
0.6,2,0,25.8689
0.6,2,1,48.7529
0.6,2,2,40.7933
0.6,2,3,40.7933
0.6,2,4,33.8286
0.6,2,5,28.8538
0.6,2,6,52.7328
0.6,2,7,36.8134
0.6,2,8,36.8134
0.6,2,9,48.7529
0.6,2,10,24.874
0.6,2,11,34.8235
0.6,2,12,53.7277
0.6,2,13,30.8437
0.6,2,14,41.7886
0.6,2,15,31.8386
0.6,2,16,24.874
0.6,2,17,22.8842
0.6,2,18,30.8437
0.6,2,19,41.7882
0.6,2,20,31.8387
0.6,2,21,40.7933
0.6,2,22,35.8185
0.6,2,23,42.788
0.6,2,24,22.884
0.6,2,25,39.7983
0.6,2,26,35.8185
0.6,2,27,59.6974
0.6,2,28,46.763
0.6,2,29,29.8703
0.6,2.5,0,116.204
0.6,2.5,1,157.914
0.6,2.5,2,166.861
0.6,2.5,3,104.277
0.6,2.5,4,121.8
0.6,2.5,5,123.19
0.6,2.5,6,135.61
0.6,2.5,7,142.939
0.6,2.5,8,158.868
0.6,2.5,9,170.289
0.6,2.5,10,157.173
0.6,2.5,11,100.199
0.6,2.5,12,135.931
0.6,2.5,13,128.94
0.6,2.5,14,170.811
0.6,2.5,15,144.136
0.6,2.5,16,120.541
0.6,2.5,17,126.445
0.6,2.5,18,141.606
0.6,2.5,19,145.68
0.6,2.5,20,157.848
0.6,2.5,21,169.815
0.6,2.5,22,126.36
0.6,2.5,23,144.902
0.6,2.5,24,110.172
0.6,2.5,25,147.629
0.6,2.5,26,170.573
0.6,2.5,27,147.697
0.6,2.5,28,93.4108
0.6,2.5,29,126.746
0.6,3,0,218.73
0.6,3,1,235.314
0.6,3,2,221.371
0.6,3,3,247.758
0.6,3,4,245.66
0.6,3,5,209.267
0.6,3,6,224.855
0.6,3,7,212.853
0.6,3,8,213.775
0.6,3,9,217.786
0.6,3,10,211.337
0.6,3,11,204.576
0.6,3,12,208.37
0.6,3,13,221.853
0.6,3,14,231.634
0.6,3,15,231.607
0.6,3,16,229.336
0.6,3,17,239.34
0.6,3,18,216.001
0.6,3,19,234.706
0.6,3,20,221.5
0.6,3,21,218.43
0.6,3,22,225.146
0.6,3,23,245.841
0.6,3,24,215.453
0.6,3,25,235.527
0.6,3,26,232.083
0.6,3,27,232.358
0.6,3,28,229.146
0.6,3,29,226.957
0.6,3.5,0,238.416
0.6,3.5,1,232.522
0.6,3.5,2,243.973
0.6,3.5,3,231.695
0.6,3.5,4,266.327
0.6,3.5,5,235.892
0.6,3.5,6,234.471
0.6,3.5,7,230.047
0.6,3.5,8,248.732
0.6,3.5,9,245.558
0.6,3.5,10,252.356
0.6,3.5,11,264.345
0.6,3.5,12,256.176
0.6,3.5,13,265.381
0.6,3.5,14,237.831
0.6,3.5,15,224.02
0.6,3.5,16,245.708
0.6,3.5,17,227.586
0.6,3.5,18,248.371
0.6,3.5,19,215.501
0.6,3.5,20,251.816
0.6,3.5,21,239.844
0.6,3.5,22,242.661
0.6,3.5,23,238.015
0.6,3.5,24,250.351
0.6,3.5,25,243.149
0.6,3.5,26,247.555
0.6,3.5,27,244.046
0.6,3.5,28,253.006
0.6,3.5,29,228.375
0.7,0.5,0,84.3742
0.7,0.5,1,84.4194
0.7,0.5,2,122.712
0.7,0.5,3,72.73
0.7,0.5,4,59.5394
0.7,0.5,5,74.7513
0.7,0.5,6,81.9992
0.7,0.5,7,79.4507
0.7,0.5,8,85.2453
0.7,0.5,9,50.9748
0.7,0.5,10,108.177
0.7,0.5,11,84.8138
0.7,0.5,12,77.6502
0.7,0.5,13,92.0343
0.7,0.5,14,121.338
0.7,0.5,15,83.0882
0.7,0.5,16,95.6436
0.7,0.5,17,67.1521
0.7,0.5,18,41.4488
0.7,0.5,19,104.687
0.7,0.5,20,80.6545
0.7,0.5,21,80.9328
0.7,0.5,22,68.4237
0.7,0.5,23,92.5118
0.7,0.5,24,66.8735
0.7,0.5,25,84.3943
0.7,0.5,26,42.2948
0.7,0.5,27,107.796
0.7,0.5,28,92.3204
0.7,0.5,29,48.3922
0.7,1,0,68.652
0.7,1,1,43.7781
0.7,1,2,65.6672
0.7,1,3,72.6319
0.7,1,4,58.7025
0.7,1,5,81.5864
0.7,1,6,66.6621
0.7,1,7,57.7075
0.7,1,8,56.7126
0.7,1,9,63.6772
0.7,1,10,60.6924
0.7,1,11,53.7277
0.7,1,12,85.5663
0.7,1,13,47.758
0.7,1,14,71.6369
0.7,1,15,55.7176
0.7,1,16,61.6875
0.7,1,17,69.647
0.7,1,18,76.6117
0.7,1,19,75.6167
0.7,1,20,46.763
0.7,1,21,88.5512
0.7,1,22,57.7075
0.7,1,23,70.642
0.7,1,24,41.7882
0.7,1,25,65.6672
0.7,1,26,55.7176
0.7,1,27,95.5158
0.7,1,28,83.5764
0.7,1,29,53.7277
0.7,1.5,0,47.758
0.7,1.5,1,56.7125
0.7,1.5,2,21.8891
0.7,1.5,3,66.6622
0.7,1.5,4,72.6319
0.7,1.5,5,51.7378
0.7,1.5,6,47.758
0.7,1.5,7,36.8135
0.7,1.5,8,40.7933
0.7,1.5,9,40.7933
0.7,1.5,10,76.6117
0.7,1.5,11,54.7226
0.7,1.5,12,40.7933
0.7,1.5,13,55.7176
0.7,1.5,14,58.7025
0.7,1.5,15,67.6571
0.7,1.5,16,54.7227
0.7,1.5,17,50.7428
0.7,1.5,18,56.7126
0.7,1.5,19,60.6924
0.7,1.5,20,60.6924
0.7,1.5,21,74.6218
0.7,1.5,22,58.7025
0.7,1.5,23,91.536
0.7,1.5,24,75.6167
0.7,1.5,25,55.7176
0.7,1.5,26,73.6268
0.7,1.5,27,59.6974
0.7,1.5,28,42.7832
0.7,1.5,29,64.6722
0.7,2,0,56.3668
0.7,2,1,36.0573
0.7,2,2,33.9182
0.7,2,3,35.2394
0.7,2,4,54.1754
0.7,2,5,51.045
0.7,2,6,42.3625
0.7,2,7,39.5191
0.7,2,8,56.2741
0.7,2,9,32.0578
0.7,2,10,35.3265
0.7,2,11,35.5394
0.7,2,12,57.4391
0.7,2,13,41.6292
0.7,2,14,52.1606
0.7,2,15,43.6293
0.7,2,16,53.3383
0.7,2,17,40.7129
0.7,2,18,39.2319
0.7,2,19,39.6583
0.7,2,20,37.2946
0.7,2,21,48.1317
0.7,2,22,64.3697
0.7,2,23,50.8159
0.7,2,24,38.71
0.7,2,25,44.6086
0.7,2,26,43.6991
0.7,2,27,54.7845
0.7,2,28,50.211
0.7,2,29,64.2137
0.7,2.5,0,152.461
0.7,2.5,1,158.853
0.7,2.5,2,159.812
0.7,2.5,3,142.872
0.7,2.5,4,151.121
0.7,2.5,5,127.567
0.7,2.5,6,123.472
0.7,2.5,7,180.856
0.7,2.5,8,141.434
0.7,2.5,9,184.449
0.7,2.5,10,163.809
0.7,2.5,11,182.823
0.7,2.5,12,199.707
0.7,2.5,13,187.477
0.7,2.5,14,177.737
0.7,2.5,15,199.497
0.7,2.5,16,177.945
0.7,2.5,17,176.757
0.7,2.5,18,129.582
0.7,2.5,19,159.965
0.7,2.5,20,150.725
0.7,2.5,21,171.076
0.7,2.5,22,157.191
0.7,2.5,23,204.967
0.7,2.5,24,176.554
0.7,2.5,25,199.753
0.7,2.5,26,176.346
0.7,2.5,27,164.416
0.7,2.5,28,169.455
0.7,2.5,29,164.62
0.7,3,0,223.343
0.7,3,1,250.114
0.7,3,2,233.851
0.7,3,3,222.307
0.7,3,4,219.831
0.7,3,5,236.368
0.7,3,6,235.402
0.7,3,7,251.311
0.7,3,8,238.572
0.7,3,9,231.741
0.7,3,10,248.262
0.7,3,11,234.403
0.7,3,12,232.912
0.7,3,13,217.268
0.7,3,14,242.18
0.7,3,15,218.771
0.7,3,16,235.217
0.7,3,17,224.715
0.7,3,18,241.951
0.7,3,19,215.803
0.7,3,20,212.265
0.7,3,21,263.201
0.7,3,22,216.024
0.7,3,23,248.833
0.7,3,24,244.529
0.7,3,25,229.341
0.7,3,26,241.354
0.7,3,27,222.219
0.7,3,28,233.685
0.7,3,29,252.092
0.7,3.5,0,245.01
0.7,3.5,1,194.225
0.7,3.5,2,246.744
0.7,3.5,3,259.129
0.7,3.5,4,266.97
0.7,3.5,5,248.093
0.7,3.5,6,227.363
0.7,3.5,7,252.684
0.7,3.5,8,252.47
0.7,3.5,9,270.858
0.7,3.5,10,252.527
0.7,3.5,11,252.54
0.7,3.5,12,214.109
0.7,3.5,13,258.788
0.7,3.5,14,267.802
0.7,3.5,15,242.25
0.7,3.5,16,243.262
0.7,3.5,17,244.554
0.7,3.5,18,256.878
0.7,3.5,19,224.241
0.7,3.5,20,264.476
0.7,3.5,21,265.999
0.7,3.5,22,247.76
0.7,3.5,23,237.876
0.7,3.5,24,246.932
0.7,3.5,25,245.83
0.7,3.5,26,243.306
0.7,3.5,27,255.424
0.7,3.5,28,243.84
0.7,3.5,29,228.204
0.8,0.5,0,93.5518
0.8,0.5,1,56.7128
0.8,0.5,2,59.6974
0.8,0.5,3,79.5965
0.8,0.5,4,67.6573
0.8,0.5,5,64.6722
0.8,0.5,6,63.6773
0.8,0.5,7,86.5864
0.8,0.5,8,73.6269
0.8,0.5,9,84.5713
0.8,0.5,10,110.44
0.8,0.5,11,45.7683
0.8,0.5,12,44.9565
0.8,0.5,13,41.7882
0.8,0.5,14,76.6117
0.8,0.5,15,64.8333
0.8,0.5,16,47.758
0.8,0.5,17,82.5815
0.8,0.5,18,78.6017
0.8,0.5,19,88.552
0.8,0.5,20,68.6521
0.8,0.5,21,44.8605
0.8,0.5,22,82.5828
0.8,0.5,23,73.6269
0.8,0.5,24,49.7479
0.8,0.5,25,83.59
0.8,0.5,26,75.6167
0.8,0.5,27,37.8111
0.8,0.5,28,54.7306
0.8,0.5,29,91.5362
0.8,1,0,52.7328
0.8,1,1,53.7277
0.8,1,2,53.7277
0.8,1,3,71.6369
0.8,1,4,65.6672
0.8,1,5,60.6924
0.8,1,6,61.6873
0.8,1,7,44.7731
0.8,1,8,59.6974
0.8,1,9,63.6772
0.8,1,10,78.6015
0.8,1,11,60.6924
0.8,1,12,52.7328
0.8,1,13,54.7227
0.8,1,14,60.6924
0.8,1,15,68.6521
0.8,1,16,33.8286
0.8,1,17,58.7025
0.8,1,18,58.7025
0.8,1,19,44.7731
0.8,1,20,66.6621
0.8,1,21,27.8588
0.8,1,22,65.6672
0.8,1,23,74.6218
0.8,1,24,36.8134
0.8,1,25,72.6318
0.8,1,26,45.7681
0.8,1,27,38.8034
0.8,1,28,63.6773
0.8,1,29,49.7479
0.8,1.5,0,28.8538
0.8,1.5,1,41.7882
0.8,1.5,2,39.7983
0.8,1.5,3,54.7471
0.8,1.5,4,38.8034
0.8,1.5,5,48.7529
0.8,1.5,6,24.874
0.8,1.5,7,29.8488
0.8,1.5,8,61.6874
0.8,1.5,9,40.7933
0.8,1.5,10,52.7327
0.8,1.5,11,40.7933
0.8,1.5,12,40.7933
0.8,1.5,13,39.7983
0.8,1.5,14,34.8235
0.8,1.5,15,35.8185
0.8,1.5,16,60.6924
0.8,1.5,17,41.7882
0.8,1.5,18,30.845
0.8,1.5,19,36.8134
0.8,1.5,20,45.7681
0.8,1.5,21,42.7832
0.8,1.5,22,36.8134
0.8,1.5,23,43.7782
0.8,1.5,24,33.8286
0.8,1.5,25,25.8689
0.8,1.5,26,34.8235
0.8,1.5,27,41.7882
0.8,1.5,28,26.8639
0.8,1.5,29,39.7983
0.8,2,0,142.561
0.8,2,1,151.007
0.8,2,2,140.452
0.8,2,3,132.494
0.8,2,4,119.947
0.8,2,5,174.911
0.8,2,6,147.137
0.8,2,7,187.615
0.8,2,8,137.769
0.8,2,9,172.883
0.8,2,10,163.468
0.8,2,11,137.275
0.8,2,12,128.609
0.8,2,13,159.013
0.8,2,14,104.945
0.8,2,15,135.496
0.8,2,16,159.609
0.8,2,17,166.983
0.8,2,18,143.193
0.8,2,19,170.007
0.8,2,20,196.015
0.8,2,21,176.275
0.8,2,22,161.102
0.8,2,23,159.753
0.8,2,24,143.669
0.8,2,25,157.072
0.8,2,26,128.135
0.8,2,27,155.408
0.8,2,28,182.546
0.8,2,29,137.103
0.8,2.5,0,244.266
0.8,2.5,1,225.945
0.8,2.5,2,220.262
0.8,2.5,3,235.879
0.8,2.5,4,221.549
0.8,2.5,5,234.591
0.8,2.5,6,248.372
0.8,2.5,7,213.107
0.8,2.5,8,204.819
0.8,2.5,9,228.574
0.8,2.5,10,216.064
0.8,2.5,11,242.383
0.8,2.5,12,219.959
0.8,2.5,13,210.665
0.8,2.5,14,229.11
0.8,2.5,15,219.142
0.8,2.5,16,238.937
0.8,2.5,17,221.429
0.8,2.5,18,217.818
0.8,2.5,19,220.792
0.8,2.5,20,239.136
0.8,2.5,21,222.464
0.8,2.5,22,202.664
0.8,2.5,23,217.249
0.8,2.5,24,218.23
0.8,2.5,25,220.927
0.8,2.5,26,225.732
0.8,2.5,27,218.647
0.8,2.5,28,238.755
0.8,2.5,29,219.846
0.8,3,0,248.052
0.8,3,1,257.772
0.8,3,2,257.412
0.8,3,3,241.878
0.8,3,4,232.028
0.8,3,5,218.653
0.8,3,6,255.159
0.8,3,7,254.784
0.8,3,8,262.189
0.8,3,9,253.587
0.8,3,10,250.816
0.8,3,11,240.29
0.8,3,12,242.433
0.8,3,13,222.165
0.8,3,14,241.655
0.8,3,15,258.568
0.8,3,16,253.527
0.8,3,17,237.236
0.8,3,18,260.973
0.8,3,19,247.916
0.8,3,20,242.901
0.8,3,21,223.803
0.8,3,22,255.054
0.8,3,23,233.196
0.8,3,24,237.979
0.8,3,25,255.283
0.8,3,26,231.462
0.8,3,27,249.938
0.8,3,28,235.996
0.8,3,29,246.516
0.8,3.5,0,275.962
0.8,3.5,1,265.034
0.8,3.5,2,259.281
0.8,3.5,3,248.151
0.8,3.5,4,266.416
0.8,3.5,5,272.954
0.8,3.5,6,237.228
0.8,3.5,7,257.697
0.8,3.5,8,255.659
0.8,3.5,9,244.181
0.8,3.5,10,265.628
0.8,3.5,11,250.669
0.8,3.5,12,250.197
0.8,3.5,13,279.804
0.8,3.5,14,258.595
0.8,3.5,15,264.724
0.8,3.5,16,259.682
0.8,3.5,17,261.248
0.8,3.5,18,241.843
0.8,3.5,19,267.167
0.8,3.5,20,271.634
0.8,3.5,21,270.498
0.8,3.5,22,262.205
0.8,3.5,23,251.087
0.8,3.5,24,267.255
0.8,3.5,25,232.947
0.8,3.5,26,246.049
0.8,3.5,27,258.812
0.8,3.5,28,261.472
0.8,3.5,29,273.949
0.9,0.5,0,63.6773
0.9,0.5,1,61.6873
0.9,0.5,2,76.7582
0.9,0.5,3,52.7328
0.9,0.5,4,47.758
0.9,0.5,5,98.5007
0.9,0.5,6,37.8084
0.9,0.5,7,47.758
0.9,0.5,8,50.7428
0.9,0.5,9,54.7227
0.9,0.5,10,55.7176
0.9,0.5,11,65.6672
0.9,0.5,12,51.7378
0.9,0.5,13,65.6671
0.9,0.5,14,53.7277
0.9,0.5,15,58.7025
0.9,0.5,16,58.7049
0.9,0.5,17,77.6066
0.9,0.5,18,62.6823
0.9,0.5,19,57.7075
0.9,0.5,20,68.652
0.9,0.5,21,46.763
0.9,0.5,22,74.6217
0.9,0.5,23,44.7731
0.9,0.5,24,66.6621
0.9,0.5,25,63.6773
0.9,0.5,26,62.6823
0.9,0.5,27,49.7479
0.9,0.5,28,43.7781
0.9,0.5,29,79.5966
0.9,1,0,33.8844
0.9,1,1,37.8348
0.9,1,2,33.8733
0.9,1,3,54.7228
0.9,1,4,38.9129
0.9,1,5,26.206
0.9,1,6,49.7567
0.9,1,7,45.7735
0.9,1,8,51.8968
0.9,1,9,23.6425
0.9,1,10,35.8192
0.9,1,11,30.9001
0.9,1,12,33.8886
0.9,1,13,43.8342
0.9,1,14,54.7254
0.9,1,15,21.8902
0.9,1,16,44.0518
0.9,1,17,37.8084
0.9,1,18,46.8678
0.9,1,19,38.8191
0.9,1,20,28.971
0.9,1,21,47.7583
0.9,1,22,30.018
0.9,1,23,26.8641
0.9,1,24,53.7277
0.9,1,25,34.8566
0.9,1,26,27.9578
0.9,1,27,56.9286
0.9,1,28,41.3714
0.9,1,29,28.8644
0.9,1.5,0,160.364
0.9,1.5,1,150.052
0.9,1.5,2,148.008
0.9,1.5,3,145.432
0.9,1.5,4,163.455
0.9,1.5,5,163.817
0.9,1.5,6,139.373
0.9,1.5,7,146.86
0.9,1.5,8,179.391
0.9,1.5,9,162.173
0.9,1.5,10,147.603
0.9,1.5,11,157.426
0.9,1.5,12,167.447
0.9,1.5,13,164.732
0.9,1.5,14,181.02
0.9,1.5,15,125.941
0.9,1.5,16,170.164
0.9,1.5,17,168.214
0.9,1.5,18,153.733
0.9,1.5,19,154.024
0.9,1.5,20,190.424
0.9,1.5,21,199.512
0.9,1.5,22,118.149
0.9,1.5,23,154.406
0.9,1.5,24,123.583
0.9,1.5,25,171.662
0.9,1.5,26,167.993
0.9,1.5,27,164.693
0.9,1.5,28,158.401
0.9,1.5,29,198.812
0.9,2,0,222.163
0.9,2,1,235.828
0.9,2,2,212.566
0.9,2,3,231.05
0.9,2,4,236.267
0.9,2,5,227.214
0.9,2,6,212.91
0.9,2,7,234.046
0.9,2,8,225.15
0.9,2,9,240.587
0.9,2,10,235.583
0.9,2,11,214.206
0.9,2,12,207.56
0.9,2,13,227.671
0.9,2,14,227.352
0.9,2,15,223.846
0.9,2,16,228.552
0.9,2,17,188.179
0.9,2,18,235.966
0.9,2,19,222.399
0.9,2,20,224.393
0.9,2,21,226.687
0.9,2,22,217.527
0.9,2,23,212.425
0.9,2,24,229.391
0.9,2,25,183.728
0.9,2,26,215.333
0.9,2,27,202.915
0.9,2,28,207.259
0.9,2,29,228.862
0.9,2.5,0,243.587
0.9,2.5,1,209.373
0.9,2.5,2,234.058
0.9,2.5,3,230.059
0.9,2.5,4,249.472
0.9,2.5,5,219.195
0.9,2.5,6,244.649
0.9,2.5,7,261.024
0.9,2.5,8,222.341
0.9,2.5,9,250.507
0.9,2.5,10,212.036
0.9,2.5,11,236.752
0.9,2.5,12,239.038
0.9,2.5,13,262.47
0.9,2.5,14,249.872
0.9,2.5,15,234.651
0.9,2.5,16,244.149
0.9,2.5,17,230.813
0.9,2.5,18,240.146
0.9,2.5,19,225.217
0.9,2.5,20,241.002
0.9,2.5,21,232.469
0.9,2.5,22,228.35
0.9,2.5,23,252.444
0.9,2.5,24,250.711
0.9,2.5,25,262.096
0.9,2.5,26,236.669
0.9,2.5,27,231.631
0.9,2.5,28,250.652
0.9,2.5,29,247.596
0.9,3,0,259.301
0.9,3,1,245.272
0.9,3,2,259.027
0.9,3,3,270.734
0.9,3,4,238.863
0.9,3,5,266.944
0.9,3,6,237.723
0.9,3,7,268.084
0.9,3,8,259.89
0.9,3,9,264.802
0.9,3,10,272.629
0.9,3,11,264
0.9,3,12,280.257
0.9,3,13,262.618
0.9,3,14,244.327
0.9,3,15,250.612
0.9,3,16,248.703
0.9,3,17,262.565
0.9,3,18,254.42
0.9,3,19,234.134
0.9,3,20,252.159
0.9,3,21,239.007
0.9,3,22,252.851
0.9,3,23,243.007
0.9,3,24,244.54
0.9,3,25,260.97
0.9,3,26,236.22
0.9,3,27,259.372
0.9,3,28,235.551
0.9,3,29,238.168
0.9,3.5,0,245.347
0.9,3.5,1,279.833
0.9,3.5,2,278.103
0.9,3.5,3,247.787
0.9,3.5,4,250.956
0.9,3.5,5,261.059
0.9,3.5,6,278.183
0.9,3.5,7,270.505
0.9,3.5,8,278.087
0.9,3.5,9,281.184
0.9,3.5,10,272.32
0.9,3.5,11,241.306
0.9,3.5,12,261.559
0.9,3.5,13,265.309
0.9,3.5,14,281.426
0.9,3.5,15,283.735
0.9,3.5,16,261.506
0.9,3.5,17,283.765
0.9,3.5,18,264.837
0.9,3.5,19,278.7
0.9,3.5,20,283.969
0.9,3.5,21,258.852
0.9,3.5,22,292.375
0.9,3.5,23,247.621
0.9,3.5,24,270.202
0.9,3.5,25,254.434
0.9,3.5,26,271.858
0.9,3.5,27,269.174
0.9,3.5,28,283.789
0.9,3.5,29,265.463
