w,c1=c2,epoch,g_best
0.1,2,28,89.5461
0.1,2,29,95.5159
0.1,2.5,0,147.846
0.1,2.5,1,155.84
0.1,2.5,2,185.189
0.1,2.5,3,103.229
0.1,2.5,4,199.917
0.1,2.5,5,212.3
0.1,2.5,6,120.586
0.1,2.5,7,176.14
0.1,2.5,8,147.767
0.1,2.5,9,111.589
0.1,2.5,10,148.505
0.1,2.5,11,177.582
0.1,2.5,12,196.727
0.1,2.5,13,166.106
0.1,2.5,14,153.529
0.1,2.5,15,148.836
0.1,2.5,16,145.738
0.1,2.5,17,175.489
0.1,2.5,18,196.857
0.1,2.5,19,200.035
0.1,2.5,20,183.232
0.1,2.5,21,152.34
0.1,2.5,22,148.372
0.1,2.5,23,164.449
0.1,2.5,24,183.424
0.1,2.5,25,174.519
0.1,2.5,26,196.853
0.1,2.5,27,114.185
0.1,2.5,28,200.694
0.1,2.5,29,157.734
0.1,3,0,233.684
0.1,3,1,232.726
0.1,3,2,231.226
0.1,3,3,218.602
0.1,3,4,208.187
0.1,3,5,200.371
0.1,3,6,217.866
0.1,3,7,204.996
0.1,3,8,222.387
0.1,3,9,248.583
0.1,3,10,240.504
0.1,3,11,230.334
0.1,3,12,219.456
0.1,3,13,220.818
0.1,3,14,229.032
0.1,3,15,215.578
0.1,3,16,198.448
0.1,3,17,236.509
0.1,3,18,216.279
0.1,3,19,204.605
0.1,3,20,207.066
0.1,3,21,214.474
0.1,3,22,237.546
0.1,3,23,242.734
0.1,3,24,234.401
0.1,3,25,213.321
0.1,3,26,204.628
0.1,3,27,209.189
0.1,3,28,224.096
0.1,3,29,239.981
0.1,3.5,0,240.711
0.1,3.5,1,237.149
0.1,3.5,2,225.156
0.1,3.5,3,247.921
0.1,3.5,4,230.342
0.1,3.5,5,272.328
0.1,3.5,6,250.125
0.1,3.5,7,225.157
0.1,3.5,8,240.191
0.1,3.5,9,217.915
0.1,3.5,10,231.676
0.1,3.5,11,223.524
0.1,3.5,12,233.421
0.1,3.5,13,229.376
0.1,3.5,14,239.758
0.1,3.5,15,218.521
0.1,3.5,16,221.681
0.1,3.5,17,240.956
0.1,3.5,18,236.751
0.1,3.5,19,231.016
0.1,3.5,20,227.345
0.1,3.5,21,237.298
0.1,3.5,22,229.676
0.1,3.5,23,257.051
0.1,3.5,24,226.379
0.1,3.5,25,241.082
0.1,3.5,26,258.52
0.1,3.5,27,234.95
0.1,3.5,28,223.146
0.1,3.5,29,212.779
0.2,0.5,0,231.841
0.2,0.5,1,236.949
0.2,0.5,2,188.251
0.2,0.5,3,242.205
0.2,0.5,4,219.42
0.2,0.5,5,218.474
0.2,0.5,6,227.036
0.2,0.5,7,187.092
0.2,0.5,8,253.729
0.2,0.5,9,213.227
0.2,0.5,10,176.678
0.2,0.5,11,180.539
0.2,0.5,12,186.335
0.2,0.5,13,211.036
0.2,0.5,14,187.012
0.2,0.5,15,227.931
0.2,0.5,16,175.97
0.2,0.5,17,260.479
0.2,0.5,18,169.641
0.2,0.5,19,182.911
0.2,0.5,20,260.451
0.2,0.5,21,194.348
0.2,0.5,22,224.866
0.2,0.5,23,217.417
0.2,0.5,24,190.537
0.2,0.5,25,196.772
0.2,0.5,26,211.979
0.2,0.5,27,230.438
0.2,0.5,28,186.27
0.2,0.5,29,210.186
0.2,1,0,168.418
0.2,1,1,134.847
0.2,1,2,138.868
0.2,1,3,137.486
0.2,1,4,160.576
0.2,1,5,157.22
0.2,1,6,117.649
0.2,1,7,153.674
0.2,1,8,150.013
0.2,1,9,179.921
0.2,1,10,165.044
0.2,1,11,158.985
0.2,1,12,161.447
0.2,1,13,156.459
0.2,1,14,194.144
0.2,1,15,143.654
0.2,1,16,106.87
0.2,1,17,122.612
0.2,1,18,154.697
0.2,1,19,128.91
0.2,1,20,150.807
0.2,1,21,123.634
0.2,1,22,170.186
0.2,1,23,103.918
0.2,1,24,175.984
0.2,1,25,144.172
0.2,1,26,178.771
0.2,1,27,211.208
0.2,1,28,170.548
0.2,1,29,183.329
0.2,1.5,0,137.126
0.2,1.5,1,101.992
0.2,1.5,2,80.8008
0.2,1.5,3,81.3988
0.2,1.5,4,138.169
0.2,1.5,5,59.6265
0.2,1.5,6,121.258
0.2,1.5,7,90.4838
0.2,1.5,8,145.782
0.2,1.5,9,85.9172
0.2,1.5,10,98.5406
0.2,1.5,11,136.077
0.2,1.5,12,90.26
0.2,1.5,13,116.653
0.2,1.5,14,121.792
0.2,1.5,15,105.962
0.2,1.5,16,94.8132
0.2,1.5,17,109.642
0.2,1.5,18,69.5114
0.2,1.5,19,71.1202
0.2,1.5,20,78.9343
0.2,1.5,21,60.5192
0.2,1.5,22,130.766
0.2,1.5,23,60.5758
0.2,1.5,24,108.693
0.2,1.5,25,107.558
0.2,1.5,26,105.346
0.2,1.5,27,116.276
0.2,1.5,28,112.813
0.2,1.5,29,114.964
0.2,2,0,112.43
0.2,2,1,80.5915
0.2,2,2,85.5663
0.2,2,3,66.6621
0.2,2,4,66.6621
0.2,2,5,80.5915
0.2,2,6,75.6167
0.2,2,7,68.6521
0.2,2,8,57.7075
0.2,2,9,77.6067
0.2,2,10,50.7428
0.2,2,11,91.536
0.2,2,12,80.5914
0.2,2,13,84.5714
0.2,2,14,52.7327
0.2,2,15,73.6268
0.2,2,16,77.6066
0.2,2,17,61.6874
0.2,2,18,94.5209
0.2,2,19,70.642
0.2,2,20,100.491
0.2,2,21,82.5815
0.2,2,22,123.375
0.2,2,23,57.7075
0.2,2,24,88.5512
0.2,2,25,83.5763
0.2,2,26,86.5613
0.2,2,27,117.405
0.2,2,28,91.536
0.2,2,29,92.5309
0.2,2.5,0,166.344
0.2,2.5,1,121.6
0.2,2.5,2,126.177
0.2,2.5,3,128.959
0.2,2.5,4,198.118
0.2,2.5,5,173.487
0.2,2.5,6,109.659
0.2,2.5,7,175.757
0.2,2.5,8,211.683
0.2,2.5,9,160.834
0.2,2.5,10,135.521
0.2,2.5,11,151.899
0.2,2.5,12,124.86
0.2,2.5,13,164.294
0.2,2.5,14,111.362
0.2,2.5,15,154.568
0.2,2.5,16,189.207
0.2,2.5,17,128.992
0.2,2.5,18,162.839
0.2,2.5,19,117.768
0.2,2.5,20,193.234
0.2,2.5,21,137.194
0.2,2.5,22,111.065
0.2,2.5,23,165.97
0.2,2.5,24,140.709
0.2,2.5,25,156.323
0.2,2.5,26,154.67
0.2,2.5,27,177.132
0.2,2.5,28,176.256
0.2,2.5,29,153
0.2,3,0,192.636
0.2,3,1,224.165
0.2,3,2,221.831
0.2,3,3,214.208
0.2,3,4,226.112
0.2,3,5,211.158
0.2,3,6,206.236
0.2,3,7,219.98
0.2,3,8,218.905
0.2,3,9,197.151
0.2,3,10,236.045
0.2,3,11,219.625
0.2,3,12,235.167
0.2,3,13,229.235
0.2,3,14,210.885
0.2,3,15,227.277
0.2,3,16,228.163
0.2,3,17,244.247
0.2,3,18,215.971
0.2,3,19,215.804
0.2,3,20,232.904
0.2,3,21,219.995
0.2,3,22,199.273
0.2,3,23,202.643
0.2,3,24,225.343
0.2,3,25,187.094
0.2,3,26,226.485
0.2,3,27,205.24
0.2,3,28,196.605
0.2,3,29,230.951
0.2,3.5,0,223.577
0.2,3.5,1,228.737
0.2,3.5,2,230.99
0.2,3.5,3,231.453
0.2,3.5,4,245.12
0.2,3.5,5,236.607
0.2,3.5,6,238.675
0.2,3.5,7,227.199
0.2,3.5,8,244.743
0.2,3.5,9,217.399
0.2,3.5,10,233.514
0.2,3.5,11,246.585
0.2,3.5,12,260.406
0.2,3.5,13,225.358
0.2,3.5,14,218.043
0.2,3.5,15,264.174
0.2,3.5,16,228.605
0.2,3.5,17,253.645
0.2,3.5,18,210.88
0.2,3.5,19,241.23
0.2,3.5,20,247.576
0.2,3.5,21,227.699
0.2,3.5,22,237.284
0.2,3.5,23,243.038
0.2,3.5,24,239.607
0.2,3.5,25,219.305
0.2,3.5,26,232.988
0.2,3.5,27,236.523
0.2,3.5,28,236.981
0.2,3.5,29,229.7
0.3,0.5,0,173.874
0.3,0.5,1,210.176
0.3,0.5,2,186.331
0.3,0.5,3,195.222
0.3,0.5,4,228.552
0.3,0.5,5,171.845
0.3,0.5,6,174.2
0.3,0.5,7,196.733
0.3,0.5,8,179.679
0.3,0.5,9,204.626
0.3,0.5,10,211.903
0.3,0.5,11,166.137
0.3,0.5,12,152.137
0.3,0.5,13,183.533
0.3,0.5,14,211.827
0.3,0.5,15,162.217
0.3,0.5,16,168.309
0.3,0.5,17,196.702
0.3,0.5,18,178.101
0.3,0.5,19,171.783
0.3,0.5,20,183.522
0.3,0.5,21,202.417
0.3,0.5,22,222.261
0.3,0.5,23,142.676
0.3,0.5,24,175.902
0.3,0.5,25,175.205
0.3,0.5,26,204.154
0.3,0.5,27,206.852
0.3,0.5,28,192.016
0.3,0.5,29,209.135
0.3,1,0,124.324
0.3,1,1,130.141
0.3,1,2,126.037
0.3,1,3,131.177
0.3,1,4,135.082
0.3,1,5,138.606
0.3,1,6,102.425
0.3,1,7,155.916
0.3,1,8,106.491
0.3,1,9,134.877
0.3,1,10,132.104
0.3,1,11,147.146
0.3,1,12,127.371
0.3,1,13,128.992
0.3,1,14,153.908
0.3,1,15,100.924
0.3,1,16,99.3508
0.3,1,17,144.783
0.3,1,18,120.115
0.3,1,19,149.1
0.3,1,20,123.802
0.3,1,21,130.502
0.3,1,22,100.665
0.3,1,23,133.278
0.3,1,24,125.501
0.3,1,25,144.347
0.3,1,26,121.321
0.3,1,27,104.993
0.3,1,28,146.01
0.3,1,29,131.417
0.3,1.5,0,68.8007
0.3,1.5,1,76.8563
0.3,1.5,2,97.7962
0.3,1.5,3,66.8227
0.3,1.5,4,75.0568
0.3,1.5,5,69.9169
0.3,1.5,6,66.8084
0.3,1.5,7,110.932
0.3,1.5,8,67.9878
0.3,1.5,9,68.0858
0.3,1.5,10,90.2736
0.3,1.5,11,82.6333
0.3,1.5,12,63.2969
0.3,1.5,13,73.4017
0.3,1.5,14,83.3142
0.3,1.5,15,91.1638
0.3,1.5,16,88.4564
0.3,1.5,17,108.707
0.3,1.5,18,71.7909
0.3,1.5,19,72.634
0.3,1.5,20,90.0564
0.3,1.5,21,82.7978
0.3,1.5,22,90.9214
0.3,1.5,23,77.0986
0.3,1.5,24,94.0091
0.3,1.5,25,73.2329
0.3,1.5,26,77.5322
0.3,1.5,27,85.992
0.3,1.5,28,93.3899
0.3,1.5,29,74.5412
0.3,2,0,61.6873
0.3,2,1,42.7832
0.3,2,2,66.6621
0.3,2,3,75.6167
0.3,2,4,70.642
0.3,2,5,63.6773
0.3,2,6,70.642
0.3,2,7,88.5511
0.3,2,8,82.5814
0.3,2,9,103.475
0.3,2,10,72.6318
0.3,2,11,48.7529
0.3,2,12,61.6873
0.3,2,13,51.7378
0.3,2,14,66.6621
0.3,2,15,48.7529
0.3,2,16,58.7025
0.3,2,17,75.6167
0.3,2,18,58.7025
0.3,2,19,68.6521
0.3,2,20,58.7025
0.3,2,21,38.8033
0.3,2,22,52.7327
0.3,2,23,59.6974
0.3,2,24,75.6167
0.3,2,25,64.6722
0.3,2,26,87.5562
0.3,2,27,59.6974
0.3,2,28,79.5965
0.3,2,29,69.647
0.3,2.5,0,131.646
0.3,2.5,1,173.176
0.3,2.5,2,156.352
0.3,2.5,3,154.321
0.3,2.5,4,137.446
0.3,2.5,5,177.143
0.3,2.5,6,167.013
0.3,2.5,7,143.683
0.3,2.5,8,152.884
0.3,2.5,9,169.527
0.3,2.5,10,150.614
0.3,2.5,11,152.011
0.3,2.5,12,181.553
0.3,2.5,13,147.902
0.3,2.5,14,190.947
0.3,2.5,15,188.92
0.3,2.5,16,142.548
0.3,2.5,17,161.399
0.3,2.5,18,137.825
0.3,2.5,19,166.965
0.3,2.5,20,147.21
0.3,2.5,21,181.532
0.3,2.5,22,162.253
0.3,2.5,23,147.566
0.3,2.5,24,171.089
0.3,2.5,25,112.27
0.3,2.5,26,153.278
0.3,2.5,27,164.108
0.3,2.5,28,116.837
0.3,2.5,29,155.969
0.3,3,0,214.633
0.3,3,1,218.03
0.3,3,2,220.772
0.3,3,3,232.25
0.3,3,4,209.186
0.3,3,5,224.892
0.3,3,6,218.597
0.3,3,7,215.101
0.3,3,8,225.395
0.3,3,9,232.529
0.3,3,10,212.22
0.3,3,11,216.254
0.3,3,12,237.51
0.3,3,13,212.542
0.3,3,14,210.123
0.3,3,15,203.176
0.3,3,16,202.562
0.3,3,17,235.137
0.3,3,18,214.207
0.3,3,19,195.562
0.3,3,20,229.396
0.3,3,21,221.914
0.3,3,22,215.13
0.3,3,23,227.505
0.3,3,24,210.239
0.3,3,25,225.282
0.3,3,26,228.008
0.3,3,27,222.308
0.3,3,28,230.888
0.3,3,29,207.536
0.3,3.5,0,246.7
0.3,3.5,1,248.326
0.3,3.5,2,248.175
0.3,3.5,3,225.119
0.3,3.5,4,248.535
0.3,3.5,5,244.131
0.3,3.5,6,239.791
0.3,3.5,7,235.274
0.3,3.5,8,253.291
0.3,3.5,9,225.312
0.3,3.5,10,220.927
0.3,3.5,11,237.954
0.3,3.5,12,241.404
0.3,3.5,13,239.037
0.3,3.5,14,219.601
0.3,3.5,15,235.751
0.3,3.5,16,251.993
0.3,3.5,17,222.609
0.3,3.5,18,240.147
0.3,3.5,19,241.92
0.3,3.5,20,252.123
0.3,3.5,21,244.681
0.3,3.5,22,223.286
0.3,3.5,23,246.78
0.3,3.5,24,227.161
0.3,3.5,25,217.072
0.3,3.5,26,241.482
0.3,3.5,27,251.708
0.3,3.5,28,250.611
0.3,3.5,29,240.131
0.4,0.5,0,216.585
0.4,0.5,1,154.218
0.4,0.5,2,173.691
0.4,0.5,3,142.561
0.4,0.5,4,182.416
0.4,0.5,5,153.649
0.4,0.5,6,169.948
0.4,0.5,7,197.935
0.4,0.5,8,143.078
0.4,0.5,9,193.712
0.4,0.5,10,145.88
0.4,0.5,11,210.85
0.4,0.5,12,145.8
0.4,0.5,13,190.15
0.4,0.5,14,172.326
0.4,0.5,15,175.121
0.4,0.5,16,150.445
0.4,0.5,17,181.372
0.4,0.5,18,190.706
0.4,0.5,19,176.093
0.4,0.5,20,159.088
0.4,0.5,21,158.388
0.4,0.5,22,164.204
0.4,0.5,23,186.678
0.4,0.5,24,104.88
0.4,0.5,25,183.332
0.4,0.5,26,156.912
0.4,0.5,27,188.411
0.4,0.5,28,172.668
0.4,0.5,29,150.458
0.4,1,0,82.9986
0.4,1,1,95.7896
0.4,1,2,109.011
0.4,1,3,97.7091
0.4,1,4,136.099
0.4,1,5,111.547
0.4,1,6,118.979
0.4,1,7,95.6939
0.4,1,8,130.675
0.4,1,9,101.011
0.4,1,10,133.408
0.4,1,11,98.429
0.4,1,12,114.362
0.4,1,13,95.6436
0.4,1,14,89.5319
0.4,1,15,110.29
0.4,1,16,118.922
0.4,1,17,136.585
0.4,1,18,103.902
0.4,1,19,107.554
0.4,1,20,89.9233
0.4,1,21,114.358
0.4,1,22,110.229
0.4,1,23,109.584
0.4,1,24,100.894
0.4,1,25,78.4474
0.4,1,26,60.3596
0.4,1,27,137.906
0.4,1,28,89.4955
0.4,1,29,71.0634
0.4,1.5,0,83.5872
0.4,1.5,1,67.6571
0.4,1.5,2,78.621
0.4,1.5,3,56.3589
0.4,1.5,4,76.035
0.4,1.5,5,70.6551
0.4,1.5,6,89.5465
0.4,1.5,7,48.7608
0.4,1.5,8,70.642
0.4,1.5,9,63.6803
0.4,1.5,10,51.7335
0.4,1.5,11,71.6465
0.4,1.5,12,78.6019
0.4,1.5,13,65.6672
0.4,1.5,14,71.7563
0.4,1.5,15,57.7556
0.4,1.5,16,80.5921
0.4,1.5,17,71.6485
0.4,1.5,18,53.1313
0.4,1.5,19,61.6878
0.4,1.5,20,66.6881
0.4,1.5,21,60.7196
0.4,1.5,22,72.6319
0.4,1.5,23,60.7277
0.4,1.5,24,72.6318
0.4,1.5,25,61.6877
0.4,1.5,26,73.63
0.4,1.5,27,76.6118
0.4,1.5,28,68.6539
0.4,1.5,29,53.1722
0.4,2,0,48.7529
0.4,2,1,53.7277
0.4,2,2,63.6773
0.4,2,3,79.5965
0.4,2,4,56.7126
0.4,2,5,55.7176
0.4,2,6,33.8286
0.4,2,7,51.7378
0.4,2,8,59.6974
0.4,2,9,35.8185
0.4,2,10,38.8034
0.4,2,11,44.7731
0.4,2,12,54.7227
0.4,2,13,32.8336
0.4,2,14,70.642
0.4,2,15,83.5763
0.4,2,16,50.7428
0.4,2,17,64.6722
0.4,2,18,67.6571
0.4,2,19,40.7933
0.4,2,20,74.6218
0.4,2,21,72.6319
0.4,2,22,48.7529
0.4,2,23,74.6218
0.4,2,24,72.6318
0.4,2,25,76.6117
0.4,2,26,50.7429
0.4,2,27,89.5461
0.4,2,28,44.7731
0.4,2,29,63.6773
0.4,2.5,0,120.921
0.4,2.5,1,110.056
0.4,2.5,2,141.145
0.4,2.5,3,155.584
0.4,2.5,4,135.162
0.4,2.5,5,122.265
0.4,2.5,6,181.443
0.4,2.5,7,147.406
0.4,2.5,8,166.767
0.4,2.5,9,161.195
0.4,2.5,10,132.088
0.4,2.5,11,186.006
0.4,2.5,12,125.754
0.4,2.5,13,125.767
0.4,2.5,14,152.458
0.4,2.5,15,181.296
0.4,2.5,16,172.799
0.4,2.5,17,159.139
0.4,2.5,18,127.951
0.4,2.5,19,184.967
0.4,2.5,20,184.76
0.4,2.5,21,186.637
0.4,2.5,22,164.884
0.4,2.5,23,155.769
0.4,2.5,24,128.716
0.4,2.5,25,185.771
0.4,2.5,26,178.339
0.4,2.5,27,145.518
0.4,2.5,28,169.941
0.4,2.5,29,144.017
0.4,3,0,214.302
0.4,3,1,227.432
0.4,3,2,241.868
0.4,3,3,206.869
0.4,3,4,223.457
0.4,3,5,205.454
0.4,3,6,220.923
0.4,3,7,226.737
0.4,3,8,236.316
0.4,3,9,244.052
0.4,3,10,213.017
0.4,3,11,249.698
0.4,3,12,225.951
0.4,3,13,224.001
0.4,3,14,206.473
0.4,3,15,215.096
0.4,3,16,209.946
0.4,3,17,213.06
0.4,3,18,238.25
0.4,3,19,213.095
0.4,3,20,231.45
0.4,3,21,221.571
0.4,3,22,234.91
0.4,3,23,209.607
0.4,3,24,220.37
0.4,3,25,226.427
0.4,3,26,217.598
0.4,3,27,204.612
0.4,3,28,236.505
0.4,3,29,229.599
0.4,3.5,0,246.251
0.4,3.5,1,235.975
0.4,3.5,2,230.921
0.4,3.5,3,231.851
0.4,3.5,4,246.928
0.4,3.5,5,236.62
0.4,3.5,6,238.74
0.4,3.5,7,241.982
0.4,3.5,8,254.964
0.4,3.5,9,245.574
0.4,3.5,10,239.837
0.4,3.5,11,233.405
0.4,3.5,12,209.338
0.4,3.5,13,235.902
0.4,3.5,14,221.682
0.4,3.5,15,251.612
0.4,3.5,16,249.228
0.4,3.5,17,245.787
0.4,3.5,18,235.934
0.4,3.5,19,230.971
0.4,3.5,20,234.741
0.4,3.5,21,243.058
0.4,3.5,22,243.329
0.4,3.5,23,242.965
0.4,3.5,24,233.246
0.4,3.5,25,235.617
0.4,3.5,26,229.147
0.4,3.5,27,232.575
0.4,3.5,28,228.218
0.4,3.5,29,231.458
0.5,0.5,0,177.897
0.5,0.5,1,162.115
0.5,0.5,2,154.994
0.5,0.5,3,172.34
0.5,0.5,4,151.295
0.5,0.5,5,230.244
0.5,0.5,6,154.238
0.5,0.5,7,131.925
0.5,0.5,8,155.909
0.5,0.5,9,210.835
0.5,0.5,10,136.594
0.5,0.5,11,180.638
0.5,0.5,12,146.241
0.5,0.5,13,186.616
0.5,0.5,14,205.499
0.5,0.5,15,149.189
0.5,0.5,16,178.289
0.5,0.5,17,125.34
0.5,0.5,18,153.358
0.5,0.5,19,152.176
0.5,0.5,20,123.542
0.5,0.5,21,136.673
0.5,0.5,22,151.328
0.5,0.5,23,172.266
0.5,0.5,24,132.296
0.5,0.5,25,174.64
0.5,0.5,26,125.966
0.5,0.5,27,157.306
0.5,0.5,28,107.222
0.5,0.5,29,143.784
0.5,1,0,69.9798
0.5,1,1,58.7391
0.5,1,2,76.6592
0.5,1,3,79.3363
0.5,1,4,96.8273
0.5,1,5,59.8145
0.5,1,6,102.772
0.5,1,7,88.846
0.5,1,8,67.8577
0.5,1,9,107.981
0.5,1,10,84.0925
0.5,1,11,60.3758
0.5,1,12,77.8468
0.5,1,13,89.6965
0.5,1,14,94.1987
0.5,1,15,50.0593
0.5,1,16,67.724
0.5,1,17,81.4913
0.5,1,18,81.7573
0.5,1,19,92.8516
0.5,1,20,62.9745
0.5,1,21,93.897
0.5,1,22,79.2874
0.5,1,23,83.1637
0.5,1,24,92.9059
0.5,1,25,99.3385
0.5,1,26,64.3514
0.5,1,27,79.012
0.5,1,28,77.9726
0.5,1,29,92.5871
0.5,1.5,0,64.6722
0.5,1.5,1,81.5864
0.5,1.5,2,64.6722
0.5,1.5,3,66.6621
0.5,1.5,4,113.425
0.5,1.5,5,76.6116
0.5,1.5,6,66.6622
0.5,1.5,7,54.7227
0.5,1.5,8,70.6648
0.5,1.5,9,72.6319
0.5,1.5,10,97.5058
0.5,1.5,11,41.7882
0.5,1.5,12,53.7277
0.5,1.5,13,67.6571
0.5,1.5,14,48.7529
0.5,1.5,15,69.647
0.5,1.5,16,56.7126
0.5,1.5,17,65.6671
0.5,1.5,18,76.6117
0.5,1.5,19,58.7025
0.5,1.5,20,61.6873
0.5,1.5,21,62.6823
0.5,1.5,22,83.5764
0.5,1.5,23,89.5461
0.5,1.5,24,66.6622
0.5,1.5,25,71.6369
0.5,1.5,26,59.6974
0.5,1.5,27,67.657
0.5,1.5,28,58.7025
0.5,1.5,29,81.5865
0.5,2,0,36.8134
0.5,2,1,31.8387
0.5,2,2,43.7781
0.5,2,3,62.6823
0.5,2,4,44.7731
0.5,2,5,65.6672
0.5,2,6,43.7781
0.5,2,7,52.7327
0.5,2,8,55.7176
0.5,2,9,91.536
0.5,2,10,36.8135
0.5,2,11,35.8185
0.5,2,12,39.7983
0.5,2,13,66.6621
0.5,2,14,31.8387
0.5,2,15,59.6975
0.5,2,16,72.6319
0.5,2,17,45.768
0.5,2,18,49.7479
0.5,2,19,60.6924
0.5,2,20,22.8841
0.5,2,21,60.6924
0.5,2,22,30.8437
0.5,2,23,60.6924
0.5,2,24,50.7429
0.5,2,25,47.758
0.5,2,26,26.8639
0.5,2,27,67.657
0.5,2,28,34.8235
0.5,2,29,40.7933
0.5,2.5,0,155.319
0.5,2.5,1,171.943
0.5,2.5,2,194.596
0.5,2.5,3,191.884
0.5,2.5,4,164.072
0.5,2.5,5,156.35
0.5,2.5,6,182.163
0.5,2.5,7,173.827
0.5,2.5,8,151.279
0.5,2.5,9,158.42
0.5,2.5,10,171.536
0.5,2.5,11,143.943
0.5,2.5,12,144.393
0.5,2.5,13,128.077
0.5,2.5,14,137.266
0.5,2.5,15,150.197
0.5,2.5,16,166.146
0.5,2.5,17,136.526
0.5,2.5,18,177.112
0.5,2.5,19,157.267
0.5,2.5,20,101.963
0.5,2.5,21,200.324
0.5,2.5,22,158.01
0.5,2.5,23,193.551
0.5,2.5,24,165.528
0.5,2.5,25,100.561
0.5,2.5,26,129.472
0.5,2.5,27,182.783
0.5,2.5,28,140.503
0.5,2.5,29,171.558
0.5,3,0,237.846
0.5,3,1,227.689
0.5,3,2,221.618
0.5,3,3,222.362
0.5,3,4,222.464
0.5,3,5,221.049
0.5,3,6,223.44
0.5,3,7,205.859
0.5,3,8,214.738
0.5,3,9,242.284
0.5,3,10,222.111
0.5,3,11,229.085
0.5,3,12,236.725
0.5,3,13,220.243
0.5,3,14,224.058
0.5,3,15,227.582
0.5,3,16,231.676
0.5,3,17,228.76
0.5,3,18,216.79
0.5,3,19,237.777
0.5,3,20,222.333
0.5,3,21,229.404
0.5,3,22,214.459
0.5,3,23,224.797
0.5,3,24,214.765
0.5,3,25,212.204
0.5,3,26,221.145
0.5,3,27,219.819
0.5,3,28,223.554
0.5,3,29,219.568
0.5,3.5,0,232.927
0.5,3.5,1,245.795
0.5,3.5,2,258.552
0.5,3.5,3,239.684
0.5,3.5,4,232.028
0.5,3.5,5,240.397
0.5,3.5,6,244.309
0.5,3.5,7,246.324
0.5,3.5,8,245.587
0.5,3.5,9,259.118
0.5,3.5,10,237.641
0.5,3.5,11,251.66
0.5,3.5,12,239.166
0.5,3.5,13,247.433
0.5,3.5,14,240.244
0.5,3.5,15,241.76
0.5,3.5,16,248.091
0.5,3.5,17,236.28
0.5,3.5,18,239.61
0.5,3.5,19,238.93
0.5,3.5,20,244.273
0.5,3.5,21,243.157
0.5,3.5,22,240.29
