pc,pm,epoch,best_fitness,x1,x2
0.1,0.05,3.0,38.85012900183294,11.625357035571673,5.724935698787425
0.1,0.05,4.0,38.84977194884961,11.625330018898357,5.725250384466871
0.1,0.05,5.0,38.83918102829985,11.622377410781477,5.725455077153053
0.1,0.05,6.0,38.78674289657758,11.625684259692079,5.727417189466853
0.1,0.05,7.0,38.725017696864526,11.626652503654071,5.626520230193973
0.1,0.05,8.0,38.842494692628335,11.62263754409777,5.724982159947856
0.1,0.05,9.0,38.79213582431409,11.632535654097286,5.726129426396298
0.1,0.05,10.0,38.78284171808271,11.6340915654212,5.725238613242663
0.1,0.05,11.0,38.62652685885473,11.635645921464251,5.6266940898255955
0.1,0.05,12.0,38.69725343200095,11.628962369053093,5.626998279025578
0.1,0.05,13.0,38.73081334064588,11.629844064740583,5.625520776531085
0.1,0.05,14.0,38.799247917563136,11.633002879244492,5.72504434325842
0.1,0.05,15.0,38.72577308000019,11.614010163137117,5.724557015010032
0.1,0.05,16.0,38.79153440768094,11.617539206336899,5.725065527802041
0.1,0.05,17.0,38.79941280594678,11.62960626185831,5.723264815530525
0.1,0.05,18.0,38.57842578937324,11.617616791717483,5.621831287099712
0.1,0.05,19.0,38.73197308574468,11.614586320850442,5.725902746073871
0.1,0.05,20.0,38.67772348396534,11.617553332823082,5.623920904558554
0.1,0.05,21.0,38.84779700936622,11.623896267994338,5.725061409416044
0.1,0.05,22.0,38.532832259991146,11.619677557123621,5.629146996073152
0.1,0.05,23.0,38.84897952652374,11.624681311264336,5.724808000741472
0.1,0.05,24.0,38.82635025332529,11.62349029962908,5.726377199413819
0.1,0.05,25.0,38.8406185816264,11.625422617899122,5.724119405806112
0.1,0.05,26.0,38.70754012478008,11.613070229214967,5.725206986848184
0.1,0.05,27.0,38.80454637633291,11.632604674325917,5.725024255249968
0.1,0.05,28.0,38.54052918616491,12.096254174400633,5.724957021253418
0.1,0.05,29.0,38.66137949696149,11.611174719936717,5.725091764101205
0.1,0.060000000000000005,0.0,38.812268244860654,11.626790282531918,5.726844695844993
0.1,0.060000000000000005,1.0,38.82972055865464,11.628825949739335,5.72601693373908
0.1,0.060000000000000005,2.0,38.764157159961144,11.635228713243709,5.725141781948793
0.1,0.060000000000000005,3.0,38.584243151180516,11.608481187965149,5.724976582115773
0.1,0.060000000000000005,4.0,38.849672252114885,11.625072932632678,5.725236548384118
0.1,0.060000000000000005,5.0,38.83507706067967,11.625705356015855,5.723884397420681
0.1,0.060000000000000005,6.0,38.69450153774183,11.626461755248847,5.622816867969125
0.1,0.060000000000000005,7.0,38.79156212433722,11.620140213519935,5.7233621806651325
0.1,0.060000000000000005,8.0,38.80866455076331,11.625599936758844,5.72696444395517
0.1,0.060000000000000005,9.0,38.78636268561443,11.633853846600362,5.725270809888136
0.1,0.060000000000000005,10.0,38.82251734663463,11.620042376660157,5.725064312485175
0.1,0.060000000000000005,11.0,38.74992112359792,11.635971124808664,5.725286378619063
0.1,0.060000000000000005,12.0,38.75791285901781,11.616283022972341,5.726148205821726
0.1,0.060000000000000005,13.0,38.60503846571304,11.6198540379678,5.52624017105538
0.1,0.060000000000000005,14.0,38.706797995393096,11.6130246049784,5.725045858359367
0.1,0.060000000000000005,15.0,38.849867745114736,11.624901250744637,5.725108512742197
0.1,0.060000000000000005,16.0,38.84021362542017,11.622256952990497,5.725163752792846
0.1,0.060000000000000005,17.0,38.84429859763166,11.623010639675249,5.72494903403988
0.1,0.060000000000000005,18.0,38.849539240220366,11.625449273525428,5.725301323619103
0.1,0.060000000000000005,19.0,38.83262042770871,11.629923875324026,5.72512284906637
0.1,0.060000000000000005,20.0,38.70660345537151,11.626134073231656,5.623067117320639
0.1,0.060000000000000005,21.0,38.72144802692105,11.63437924956144,5.727296323955505
0.1,0.060000000000000005,22.0,38.62266555316703,11.632692831919396,5.6223448333090555
0.1,0.060000000000000005,23.0,38.81056960370536,11.619376814935368,5.725698165257172
0.1,0.060000000000000005,24.0,38.7094530910069,11.628644207840416,5.623345824611983
0.1,0.060000000000000005,25.0,38.82444804481263,11.620685554959698,5.724435682374388
0.1,0.060000000000000005,26.0,38.81021739599253,11.620200738057436,5.726152619631126
0.1,0.060000000000000005,27.0,38.57642684864034,11.633311551573621,5.523742555641447
0.1,0.060000000000000005,28.0,38.748888715206014,11.619767854471633,5.7275493622173155
0.1,0.060000000000000005,29.0,38.7601605319601,11.635234871281808,5.724449636375317
0.1,0.06999999999999999,0.0,38.68235847229922,11.614064108153737,5.722998221754706
0.1,0.06999999999999999,1.0,38.84582551398631,11.627713642338582,5.724928940628095
0.1,0.06999999999999999,2.0,38.80405304152022,11.620518674788013,5.723614960843847
0.1,0.06999999999999999,3.0,38.84955249302856,11.626202613126349,5.725218874123899
0.1,0.06999999999999999,4.0,38.84645908755074,11.623522454517092,5.7251294034937725
0.1,0.06999999999999999,5.0,38.679821756383525,11.630654628207571,5.622996841943693
0.1,0.06999999999999999,6.0,38.79892346127449,11.625319737042288,5.722911274353285
0.1,0.06999999999999999,7.0,38.637155861834,11.61710139223298,5.6229686940264285
0.1,0.06999999999999999,8.0,38.806973150098926,11.631273911587485,5.726124852072434
0.1,0.06999999999999999,9.0,38.74580118306445,11.634760143949759,5.726578341601795
0.1,0.06999999999999999,10.0,38.6387315868308,11.635154738094466,5.623489472466355
0.1,0.06999999999999999,11.0,38.56254799446791,11.642992732961465,5.724145648263713
0.1,0.06999999999999999,12.0,38.75720419631219,11.624225330457005,5.722194616626318
0.1,0.06999999999999999,13.0,38.7880741416705,11.633774868339202,5.724967563490267
0.1,0.06999999999999999,14.0,38.8244957521511,11.620693905823302,5.724433747152403
0.1,0.06999999999999999,15.0,38.84797027238531,11.624276592896013,5.724770283821716
0.1,0.06999999999999999,16.0,38.841751689731886,11.622505869556452,5.7249665635471025
0.1,0.06999999999999999,17.0,38.80479299913077,11.632584975959508,5.725010741867647
0.1,0.06999999999999999,18.0,38.69898240035381,11.621884402049835,5.62316915854658
0.1,0.06999999999999999,19.0,38.6857635155875,11.612212657649552,5.725451205327744
0.1,0.06999999999999999,20.0,38.848722917789324,11.626331844810469,5.724746353716061
0.1,0.06999999999999999,21.0,38.824639208115826,11.630465277792815,5.724493286265307
0.1,0.06999999999999999,22.0,38.80870063734508,11.62339503380645,5.723225022037004
0.1,0.06999999999999999,23.0,38.69595316634236,11.625983996142391,5.627255168508199
0.1,0.06999999999999999,24.0,38.84422795786837,11.628108479692685,5.7249907686517805
0.1,0.06999999999999999,25.0,38.83758113717465,11.62738260240486,5.724121797061933
0.1,0.06999999999999999,26.0,38.812051735321155,11.631961524839152,5.724844487992035
0.1,0.06999999999999999,27.0,38.74538724581407,11.626919607478316,5.625579543471674
0.1,0.06999999999999999,28.0,38.74216414424284,11.636304150617578,5.724628187757717
0.1,0.06999999999999999,29.0,38.84878165880911,11.626828394925282,5.725042483694538
0.1,0.08,0.0,38.78829693121159,11.626450616900062,5.7273739683648515
0.1,0.08,1.0,38.76459450816688,11.635016651158914,5.724496233215135
0.1,0.08,2.0,38.841210344535796,11.625145498684775,5.725933637431758
0.1,0.08,3.0,38.652086820311894,11.616862711289638,5.623424833612425
0.1,0.08,4.0,38.648565553300834,11.62691003431578,5.52508692204094
0.1,0.08,5.0,38.84357527369172,11.62476559610675,5.724305724813161
0.1,0.08,6.0,38.75285374580276,11.615255151131064,5.724846423982777
0.1,0.08,7.0,38.84564625628687,11.627782166981955,5.725112274681682
0.1,0.08,8.0,38.82857947278382,11.625907351855664,5.7236613658085265
0.1,0.08,9.0,38.77984347525424,11.618705355939099,5.723481993823158
0.1,0.08,10.0,38.844075586623696,11.62659756363003,5.725722686779463
0.1,0.08,11.0,38.74117140260086,11.627121159688974,5.624259932882607
0.1,0.08,12.0,38.84312571111707,11.622978557109315,5.724728693817626
0.1,0.08,13.0,38.633887499166086,11.6378341321561,5.722414642326336
0.1,0.08,14.0,38.767485840121495,11.634473332794812,5.724119217058804
0.1,0.08,15.0,38.80115179980589,11.631336250703136,5.723769362013214
0.1,0.08,16.0,38.82745794969517,11.620556309462403,5.725018587054957
0.1,0.08,17.0,38.82075261288006,11.631205123923863,5.724936047537387
0.1,0.08,18.0,38.74718584131762,11.627346633394431,5.6249375734298255
0.1,0.08,19.0,38.83301042875539,11.62978116198318,5.7247767775139
0.1,0.08,20.0,38.849807827921914,11.626226396502565,5.725117137817977
0.1,0.08,21.0,38.57686841900403,11.642828622156683,5.725047396638275
0.1,0.08,22.0,38.80729363782015,11.619741546157584,5.724008807381502
0.1,0.08,23.0,38.686683643510285,11.612211203602978,5.725328961014835
0.1,0.08,24.0,38.56342707726833,11.632245018150064,5.621414404992118
0.1,0.08,25.0,38.651765869356055,11.640260599655969,5.725152184346206
0.1,0.08,26.0,38.84859200094755,11.62602170415663,5.725407792307068
0.1,0.08,27.0,38.850046377631145,11.62533089325589,5.725179302218342
0.1,0.08,28.0,38.82788543115123,11.62076447033107,5.724686687771344
0.1,0.08,29.0,38.848651265399106,11.62683667457246,5.725143284582906
0.1,0.09,0.0,38.66002785800597,11.617216494945852,5.623494014067669
0.1,0.09,1.0,38.82434468997603,11.63082804766265,5.724874090238465
0.1,0.09,2.0,38.779649442463686,11.616879009196415,5.725444701540767
0.1,0.09,3.0,38.813203993832175,11.626393381360689,5.726840440053365
0.1,0.09,4.0,38.83130678258996,11.628625548088918,5.725997823706019
0.1,0.09,5.0,38.84772819451251,11.626231705453844,5.724609770322309
0.1,0.09,6.0,38.84996908352175,11.626004771291013,5.724936540935787
0.1,0.09,7.0,38.76274476965876,11.635079575044962,5.724438423378669
0.1,0.09,8.0,38.69812990819946,11.613695265785744,5.723598612424098
0.1,0.09,9.0,38.79994925685572,11.618144456854537,5.724936667302303
0.1,0.09,10.0,38.808467457729,11.631284971965362,5.724031650008335
0.1,0.09,11.0,38.84542588783667,11.627839426381067,5.725099441622429
0.1,0.09,12.0,38.77953519061347,11.623339298657745,5.722619501069694
0.1,0.09,13.0,38.820016703122576,11.630282464342141,5.72411889324414
0.1,0.09,14.0,38.8490449179654,11.625272218496692,5.724720905590123
0.1,0.09,15.0,38.830060637776704,11.630239468570958,5.725054627366369
0.1,0.09,16.0,38.75563066816693,11.61886731499023,5.727227027753006
0.1,0.09,17.0,38.67254424252181,11.632972582464431,5.721683482896597
0.1,0.09,18.0,38.849960962427694,11.625009340130504,5.724965305234354
0.1,0.09,19.0,38.84822489659394,11.6241596211778,5.725209510826769
0.1,0.09,20.0,38.830157182770414,11.62200670106432,5.7259192327854525
0.1,0.09,21.0,38.8390666027097,11.626000417125733,5.726032611177813
0.1,0.09,22.0,38.80536684705701,11.622709829388763,5.7268679416367885
0.1,0.09,23.0,38.66517233705551,11.616843809333425,5.626235468025175
0.1,0.09,24.0,38.83854872362813,11.629105957715097,5.724948773878197
0.1,0.09,25.0,38.76114324698581,11.632135580055703,5.727133768663817
0.1,0.09,26.0,38.74962823006396,11.626348281822358,5.625126582142353
0.1,0.09,27.0,38.845009120034035,11.627819857147575,5.7252614776318
0.1,0.09,28.0,38.83022132044673,11.621988747418971,5.725910029898025
0.1,0.09,29.0,38.81576674793583,11.631677878243844,5.725030687250964
0.2,0.01,0.0,38.51666004149802,11.632674081737981,5.527873276828828
0.2,0.01,1.0,38.602186593821955,11.629815680650573,5.628490640895752
0.2,0.01,2.0,38.82552639415067,11.630729458041657,5.725134773629398
0.2,0.01,3.0,38.788970564037,11.618101346995262,5.724079061522858
0.2,0.01,4.0,38.205474952301344,11.626111110512152,5.632102711113106
0.2,0.01,5.0,38.41456049238123,11.633810364286507,5.730819382625112
0.2,0.01,6.0,38.527158358263065,11.624130425248161,5.521704032128508
0.2,0.01,7.0,38.684127181087945,12.099006284587443,5.725159421231432
0.2,0.01,8.0,38.54590503731467,11.622601920874612,5.528023368250425
0.2,0.01,9.0,38.3460578734038,11.622013945510597,5.328022609737018
0.2,0.01,10.0,38.847392543544956,11.627271148996146,5.7251653059933005
0.2,0.01,11.0,38.700623286294345,11.636727332592875,5.7268046153586525
0.2,0.01,12.0,38.435392517289415,11.617820739973723,5.719366637167212
0.2,0.01,13.0,38.8464630347094,11.625958820979845,5.724474013067439
0.2,0.01,14.0,38.70343859502326,11.620622577052526,5.623555006036145
0.2,0.01,15.0,38.747726301047855,11.626199740333512,5.625487588568763
0.2,0.01,16.0,38.57333314113127,11.60821907206238,5.725538758835816
0.2,0.01,17.0,38.727082502786885,11.636981099274852,5.724505775000601
0.2,0.01,18.0,38.68434489485274,11.612082375121318,5.724948081530243
0.2,0.01,19.0,38.2632797589027,11.61209537787011,5.326477786178815
0.2,0.01,20.0,38.7069181306249,12.099467948291792,5.7249384815876585
0.2,0.01,21.0,38.33207084785285,11.624433206344364,5.429563058009384
0.2,0.01,22.0,38.79611188974027,11.632625752936407,5.724194067132942
0.2,0.01,23.0,38.49028094965999,11.628535029810271,5.6202635883346765
0.2,0.01,24.0,38.54693685210085,11.626565568299576,5.42552031271037
0.2,0.01,25.0,38.54301238409321,11.631111621848632,5.621020097259143
0.2,0.01,26.0,38.83327542112092,11.628730184398425,5.725869935470192
0.2,0.01,27.0,38.8202976990423,11.625738871521209,5.723415096205048
0.2,0.01,28.0,38.7209496741971,11.627367571396041,5.623505414386045
0.2,0.01,29.0,38.650285982670646,11.640152761862023,5.725675408577253
0.2,0.02,0.0,38.842847719078186,11.627304460939952,5.725682531722778
0.2,0.02,1.0,38.811964309195076,11.622691391644432,5.726697288663585
0.2,0.02,2.0,38.73990567958834,11.627431531256725,5.62584589986813
0.2,0.02,3.0,38.70449303062938,11.617447276067638,5.727800907804602
0.2,0.02,4.0,38.81058992960505,11.623846932216287,5.723232196031752
0.2,0.02,5.0,38.798615809241866,11.629293306176633,5.723190573288738
0.2,0.02,6.0,38.254020800289354,11.621731929782694,5.618399279648793
0.2,0.02,7.0,38.7336802643849,11.629619265318857,5.722044221155103
0.2,0.02,8.0,38.68887663913383,11.613190759537352,5.723658114338197
0.2,0.02,9.0,38.61144550062108,11.628018561125225,5.6215734863224815
0.2,0.02,10.0,38.7500185952694,11.625613148689538,5.625201537982417
0.2,0.02,11.0,38.542817508106616,11.626762727018153,5.521920960134453
0.2,0.02,12.0,38.61861784255265,11.625043202052092,5.523346812924928
0.2,0.02,13.0,38.81410214248685,11.62391495769077,5.723314962127537
0.2,0.02,14.0,38.578617627054214,11.631695866639136,5.621525176958178
0.2,0.02,15.0,38.49987166787529,11.645120984512975,5.725059370543743
0.2,0.02,16.0,38.83966584585919,11.62244337750787,5.724644907758046
0.2,0.02,17.0,38.68833104674884,11.638632605764439,5.7257065012010155
0.2,0.02,18.0,38.74105884869645,11.623121973695136,5.624456210710099
0.2,0.02,19.0,38.72010311035748,11.637297637575449,5.72560350129237
0.2,0.02,20.0,38.51901855775124,12.096006086632872,5.725884718605551
0.2,0.02,21.0,38.728146760427464,11.6272278294526,5.623717716065744
0.2,0.02,22.0,38.613331370575935,11.626212953240938,5.526877415830082
0.2,0.02,23.0,38.64154013325262,11.625415126320634,5.524150493123336
0.2,0.02,24.0,38.83700289566719,11.629063708889579,5.724631669499852
0.2,0.02,25.0,38.84834230408616,11.62658713559328,5.72475359773142
0.2,0.02,26.0,38.825307621736634,11.630629971588327,5.7253767033348035
0.2,0.02,27.0,38.785895915540515,11.617283643679812,5.724641071951498
0.2,0.02,28.0,38.46543179407162,11.625013478700543,5.422231748492482
0.2,0.02,29.0,38.65716697287387,11.640059945778118,5.725134147664751
0.2,0.03,0.0,38.77334470670807,11.634513335161508,5.72451616689098
0.2,0.03,1.0,38.82132363700198,11.630529847226326,5.725782486799884
0.2,0.03,2.0,38.84351005722249,11.628224136199089,5.724913383883013
0.2,0.03,3.0,38.842587244337565,11.627538880951212,5.724445066084833
0.2,0.03,4.0,38.846455066625204,11.626786922031902,5.725507270659653
0.2,0.03,5.0,38.83040187505445,11.623715730624465,5.726264529475925
0.2,0.03,6.0,38.752420568630846,11.6176522739663,5.723143629804732
0.2,0.03,7.0,38.819054524569175,11.630784509192456,5.725775219923435
0.2,0.03,8.0,38.81404590296476,11.621464720530042,5.723681367527601
0.2,0.03,9.0,38.67686779049855,11.637358468681274,5.723037078931467
0.2,0.03,10.0,38.80106386896862,11.632867568956994,5.7250037168218535
0.2,0.03,11.0,38.72711871162194,11.637123107025218,5.725192154876595
0.2,0.03,12.0,38.782813195603985,11.634054680671673,5.724741995891069
0.2,0.03,13.0,38.668842646562304,11.63961600991862,5.725005374000725
0.2,0.03,14.0,38.78703613864714,11.630106555668382,5.723066079860002
0.2,0.03,15.0,38.592279026662816,11.631926534250468,5.720610227489072
0.2,0.03,16.0,38.81014618349785,11.632149517980318,5.725143139275932
0.2,0.03,17.0,38.741917685331615,11.628563714169777,5.625015207507954
0.2,0.03,18.0,38.8463411113423,11.623616694928995,5.724825325889258
0.2,0.03,19.0,38.835935908063234,11.624000740610356,5.7240062354429755
0.2,0.03,20.0,38.39166739296788,11.609578830161198,5.526579093058738
0.2,0.03,21.0,38.69686345181253,11.632880986374035,5.624441852868179
0.2,0.03,22.0,38.757395999933166,11.615493458688393,5.725216100086643
0.2,0.03,23.0,38.708090587447124,11.637552285923306,5.725985370379537
0.2,0.03,24.0,38.73607260664353,11.61437735651158,5.725031766742639
0.2,0.03,25.0,38.84894844549794,11.624495491008078,5.7248719267267525
0.2,0.03,26.0,38.80833686708759,11.62285760122766,5.723274994107417
0.2,0.03,27.0,38.705499743324616,11.627127744883852,5.623087267760235
0.2,0.03,28.0,38.60501141038533,11.60935274182236,5.7243365125661745
0.2,0.03,29.0,38.79256675722297,11.633347622352526,5.724638992158462
0.2,0.04,0.0,38.54219476193065,11.626206686530917,5.424198660011358
0.2,0.04,1.0,38.77012349004275,11.634875958778844,5.72520419258418
0.2,0.04,2.0,38.8424247232128,11.628338773768679,5.724794855228714
0.2,0.04,3.0,38.70334748243348,11.638205577022491,5.725050159862798
0.2,0.04,4.0,38.738804872876564,11.614513431632075,5.724992041007593
0.2,0.04,5.0,38.8501589544865,11.625691084754438,5.7249429926290265
0.2,0.04,6.0,38.79932886494569,11.618091159609786,5.724996317749937
0.2,0.04,7.0,38.846439172265924,11.624920959462733,5.725600625254504
0.2,0.04,8.0,38.68515742367413,11.61798874693806,5.6239715120556
0.2,0.04,9.0,38.505264532492134,11.613529487902767,5.526131399576403
0.2,0.04,10.0,38.77078293154438,11.625618289498565,5.727699347507851
0.2,0.04,11.0,38.8338187516265,11.62592602218619,5.726246985328629
0.2,0.04,12.0,38.831885707540415,11.63000963218721,5.72514218523415
0.2,0.04,13.0,38.75389143552029,11.635570134410434,5.724434081704991
0.2,0.04,14.0,38.8379199071473,11.62187533804666,5.7250027618502735
0.2,0.04,15.0,38.79704695976395,11.623494327415953,5.722951945342928
0.2,0.04,16.0,38.65512778772846,11.638621030491572,5.726889307373943
0.2,0.04,17.0,38.688348825528465,12.09908856374436,5.725079562755555
